month_year,region,country,type_of_crude,volume,total_value,cif_price,prop_of_total_imports
2009-10-01,Africa,Congo (DR),Congo (DR) Crude,676,49192,72.79,0.0021
2009-10-01,Africa,Egypt,Heavy (<30o API),719,45224,62.9,0.0022
2009-10-01,Africa,Egypt,Medium/Light (30-40o),1519,107682,70.89,0.0046
2009-10-01,Africa,Gabon,Other Gabon Crude,1398,89110,63.75,0.0043
2009-10-01,Africa,Libya,Medium (30-40o),16466,1195025,72.57,0.050199999999999995
2009-10-01,Africa,Libya,Heavy (<30o API),1086,76807,70.72,0.0033
2009-10-01,Africa,Libya,Light (>40o),13367,944195,70.64,0.0407
2009-10-01,Africa,Nigeria,Medium (<33o),1882,138585,73.65,0.005699999999999999
2009-10-01,Africa,Nigeria,Light (33-45o),7591,558749,73.6,0.0231
2009-10-01,Africa,Nigeria,Condensate (>45o),876,62748,71.65,0.0027
2009-10-01,Africa,Other African Countries,Other Africa Crude,2923,214068,73.23,0.0089
2009-10-01,Africa,Tunisia,Tunisia Crude,1884,134234,71.25,0.005699999999999999
2009-10-01,FSU,Azerbaijan,Azerbaijan Crude,14544,1066752,73.35,0.0443
2009-10-01,FSU,Kazakhstan,Kazakhstan Crude,17868,1293989,72.42,0.0545
2009-10-01,FSU,Other FSU countries,Other FSU Crude,8409,607427,72.24,0.0256
2009-10-01,FSU,Russian Federation,Other Russian Fed. Crude,38960,2798230,71.82,0.11869999999999999
2009-10-01,FSU,Russian Federation,Urals,53554,3843689,71.77,0.1632
2009-10-01,Europe,Denmark,Denmark Crude,3882,292775,75.42,0.0118
2009-10-01,Europe,Norway,Statfjord,3812,272945,71.59,0.0116
2009-10-01,Europe,Norway,Ekofisk,9182,674195,73.43,0.027999999999999997
2009-10-01,Europe,Norway,Other Norway Crude,22865,1686921,73.78,0.0697
2009-10-01,Europe,Norway,Oseberg,6872,495691,72.13,0.0209
2009-10-01,Europe,Norway,Gullfaks,3328,246914,74.19,0.0101
2009-10-01,Europe,Other European countries,Other Europe Crude,10487,750268,71.55,0.032
2009-10-01,Europe,United Kingdom,Flotta,290,21016,72.47,9e-4
2009-10-01,Europe,United Kingdom,Forties,6281,459496,73.16,0.0191
2009-10-01,Europe,United Kingdom,Brent Blend,971,68290,70.33,0.003
2009-10-01,Europe,United Kingdom,Other UK Crude,8570,630414,73.56,0.026099999999999998
2009-10-01,America,Brazil,Brazil Crude,1,70,70.15,0
2009-10-01,America,Colombia,Other Colombia Crude,52,3371,64.76,2e-4
2009-10-01,America,Mexico,Maya,3666,264071,72.04,0.011200000000000002
2009-10-01,America,Other Latin America countries,Other Latin America Crude,263,17826,67.78,8e-4
2009-10-01,America,Venezuela,Medium (22-30o),180,13183,73.24,5e-4
2009-10-01,America,Venezuela,Heavy (17-22o),821,59087,71.97,0.0025
2009-10-01,America,Venezuela,Extra Heavy (<17o),3230,205642,63.66,0.0098
2009-11-01,Middle East,Iran,Other Iran Crude,2366,185837,78.55,0.0072
2009-11-01,Middle East,Iran,Iranian Heavy,8137,613585,75.41,0.024700000000000003
2009-11-01,Middle East,Iran,Iranian Light,5464,417692,76.44,0.0166
2009-11-01,Middle East,Iraq,Basrah Light,3191,244940,76.76,0.0097
2009-11-01,Middle East,Iraq,Kirkuk,6064,463350,76.4,0.0184
2009-11-01,Middle East,Kuwait,Kuwait Blend,1651,115929,70.22,0.005
2009-11-01,Middle East,Saudi Arabia,Arab Light,19813,1520884,76.76,0.0602
2009-11-01,Middle East,Saudi Arabia,Arab Heavy,594,42847,72.18,0.0018
2009-11-01,Middle East,Saudi Arabia,Berri (Extra Light),181,14146,78.08,6e-4
2009-11-01,Middle East,Syria,Souedie,3870,287227,74.21,0.0118
2009-11-01,Middle East,Syria,Syria Light,1241,96463,77.73,0.0038
2009-11-01,Africa,Algeria,Saharan Blend,1845,144567,78.36,0.005600000000000001
2009-11-01,Africa,Algeria,Other Algeria Crude,649,50280,77.47,0.002
2009-11-01,Africa,Angola,Other Angola Crude,10232,798573,78.04,0.0311
2009-11-01,Africa,Cameroon,Cameroon Crude,2168,164331,75.81,0.0066
2009-11-01,Africa,Congo (DR),Congo (DR) Crude,111,7911,71.27,3e-4
2009-11-01,Africa,Egypt,Heavy (<30o API),552,34211,61.98,0.0017000000000000001
2009-11-01,Africa,Egypt,Medium/Light (30-40o),1199,90314,75.3,0.0036
2009-11-01,Africa,Gabon,Rabi/Rabi Kounga,312,23321,74.75,9e-4
2009-11-01,Africa,Gabon,Other Gabon Crude,795,59323,74.6,0.0024
2009-11-01,Africa,Libya,Medium (30-40o),14762,1128818,76.47,0.044800000000000006
2009-11-01,Africa,Libya,Heavy (<30o API),1691,125976,74.5,0.0051
2009-11-01,Africa,Libya,Light (>40o),14938,1142285,76.47,0.0454
2009-11-01,Africa,Nigeria,Medium (<33o),1972,153691,77.92,0.006
2009-11-01,Africa,Nigeria,Light (33-45o),11488,901600,78.48,0.0349
2009-11-01,Africa,Nigeria,Condensate (>45o),1948,151492,77.79,0.0059
2009-11-01,Africa,Other African Countries,Other Africa Crude,2217,167539,75.57,0.0067
2009-11-01,Africa,Tunisia,Tunisia Crude,158,12006,75.99,5e-4
2009-11-01,FSU,Azerbaijan,Azerbaijan Crude,10562,827275,78.33,0.0321
2009-11-01,FSU,Kazakhstan,Kazakhstan Crude,18566,1420055,76.49,0.0564
2009-11-01,FSU,Other FSU countries,Other FSU Crude,10139,768849,75.83,0.0308
2009-11-01,FSU,Russian Federation,Other Russian Fed. Crude,36611,2779927,75.93,0.1112
2009-11-01,FSU,Russian Federation,Urals,51589,3911683,75.82,0.1567
2009-11-01,Europe,Denmark,Denmark Crude,2255,175937,78.02,0.0068000000000000005
2009-11-01,Europe,Norway,Statfjord,3955,309051,78.15,0.012
2009-11-01,Europe,Norway,Ekofisk,8857,690310,77.94,0.0269
2009-11-01,Europe,Norway,Other Norway Crude,22280,1732733,77.77,0.0677
2009-11-01,Europe,Norway,Oseberg,5245,410497,78.26,0.0159
2009-11-01,Europe,Norway,Gullfaks,5517,434894,78.82,0.0168
2009-11-01,Europe,United Kingdom,Other UK Crude,156,11978,76.78,5e-4
2009-11-01,Europe,Other European countries,Other Europe Crude,9727,736697,75.74,0.029500000000000002
2009-11-01,Europe,United Kingdom,Flotta,1951,149897,76.84,0.0059
2009-11-01,Europe,United Kingdom,Forties,5990,464411,77.53,0.0182
2009-11-01,Europe,United Kingdom,Brent Blend,1796,140215,78.07,0.0055000000000000005
2009-11-01,Europe,United Kingdom,Other UK Crude,7819,602375,77.04,0.023700000000000002
2009-11-01,America,Brazil,Brazil Crude,1465,111787,76.31,0.0044
2009-11-01,America,Mexico,Maya,2541,178198,70.14,0.0077
2009-11-01,America,Venezuela,Medium (22-30o),995,72125,72.46,0.003
2009-11-01,America,Venezuela,Extra Heavy (<17o),1659,114506,69.04,0.005
2009-12-01,Middle East,Iran,Other Iran Crude,3687,283844,76.99,0.011000000000000001
2009-12-01,Middle East,Iran,Iranian Heavy,5408,416728,77.05,0.0161
2009-12-01,Middle East,Iran,Iranian Light,4318,324097,75.06,0.0129
2009-12-01,Middle East,Iraq,Basrah Light,216,16123,74.64,6e-4
2009-12-01,Middle East,Iraq,Kirkuk,7083,527896,74.53,0.021099999999999997
2009-12-01,Middle East,Kuwait,Kuwait Blend,3745,279095,74.52,0.011200000000000002
2009-12-01,Middle East,Saudi Arabia,Arab Light,15651,1186597,75.82,0.0466
2009-12-01,Middle East,Saudi Arabia,Arab Medium,1151,86804,75.42,0.0034000000000000002
2009-12-01,Middle East,Saudi Arabia,Arab Heavy,3,206,72.17,0
2009-12-01,Middle East,Saudi Arabia,Berri (Extra Light),404,31150,77.2,0.0012
2009-12-01,Middle East,Syria,Souedie,1427,105285,73.77,0.0042
2009-12-01,Middle East,Syria,Syria Light,623,48891,78.47,0.0019
2009-12-01,Africa,Algeria,Saharan Blend,632,50283,79.56,0.0019
2009-12-01,Africa,Algeria,Other Algeria Crude,604,46456,76.91,0.0018
2009-12-01,Africa,Angola,Other Angola Crude,10594,804444,75.93,0.0315
2009-12-01,Africa,Cameroon,Cameroon Crude,1415,106108,74.99,0.0042
2009-12-01,Africa,Congo (DR),Congo (DR) Crude,13,1019,76.85,0
2009-12-01,Africa,Egypt,Heavy (<30o API),1105,68636,62.11,0.0033
2009-12-01,Africa,Egypt,Medium/Light (30-40o),900,67689,75.18,0.0027
2009-12-01,Africa,Gabon,Other Gabon Crude,444,26025,58.61,0.0013
2009-12-01,Africa,Libya,Medium (30-40o),15058,1143157,75.92,0.044800000000000006
2009-12-01,Africa,Libya,Heavy (<30o API),1136,84534,74.41,0.0034000000000000002
2009-12-01,Africa,Libya,Light (>40o),14690,1121284,76.33,0.0437
2009-12-01,Africa,Nigeria,Medium (<33o),9737,755174,77.56,0.028999999999999998
2009-12-01,Africa,Nigeria,Light (33-45o),10085,791386,78.47,0.03
2009-12-01,Africa,Other African Countries,Other Africa Crude,3827,291224,76.09,0.011399999999999999
2009-12-01,Africa,Tunisia,Tunisia Crude,1332,98305,73.82,0.004
2009-12-01,FSU,Azerbaijan,Azerbaijan Crude,10246,796674,77.76,0.0305
2009-12-01,FSU,Kazakhstan,Kazakhstan Crude,21752,1638314,75.32,0.06480000000000001
2009-12-01,FSU,Other FSU countries,Other FSU Crude,7921,577443,72.9,0.0236
2009-12-01,FSU,Russian Federation,Other Russian Fed. Crude,42842,3153141,73.6,0.1276
2009-12-01,FSU,Russian Federation,Urals,56377,4175779,74.07,0.1679
2009-12-01,FSU,Ukraine,Ukraine Crude,845,61617,72.92,0.0025
2009-12-01,Europe,Denmark,Denmark Crude,3010,227034,75.43,0.009000000000000001
2009-12-01,Europe,Norway,Statfjord,2867,221193,77.16,0.0085
2009-12-01,Europe,Norway,Ekofisk,11853,900126,75.94,0.0353
2009-12-01,Europe,Norway,Other Norway Crude,20410,1545370,75.72,0.0608
2009-12-01,Europe,Norway,Oseberg,5523,416549,75.42,0.016399999999999998
2009-12-01,Europe,Norway,Gullfaks,5973,454813,76.15,0.0178
2009-12-01,Europe,Other European countries,Other Europe Crude,6915,507633,73.41,0.0206
2009-12-01,Europe,United Kingdom,Flotta,644,47772,74.21,0.0019
2009-12-01,Europe,United Kingdom,Forties,5866,446669,76.14,0.0175
2009-12-01,Europe,United Kingdom,Brent Blend,692,52857,76.38,0.0021
2009-12-01,Europe,United Kingdom,Other UK Crude,8583,642177,74.82,0.0256
2009-12-01,America,Brazil,Brazil Crude,526,37545,71.36,0.0016
2009-12-01,America,Mexico,Maya,4956,372680,75.2,0.0148
2009-12-01,America,Venezuela,Medium (22-30o),994,67422,67.83,0.003
2009-12-01,America,Venezuela,Extra Heavy (<17o),1718,116099,67.59,0.0051
2010-01-01,Middle East,Iran,Other Iran Crude,5573,421144,75.57,0.0172
2010-01-01,Middle East,Iran,Iranian Heavy,2973,224567,75.53,0.0092
2010-01-01,Middle East,Iran,Iranian Light,3677,277757,75.54,0.0113
2010-01-01,Middle East,Iraq,Basrah Light,2695,206623,76.68,0.0083
2010-01-01,Middle East,Iraq,Kirkuk,8381,638218,76.15,0.0259
2010-01-01,Middle East,Kuwait,Kuwait Blend,1766,132396,74.97,0.0055000000000000005
2010-01-01,Middle East,Saudi Arabia,Arab Light,15578,1163980,74.72,0.0481
2010-01-01,Middle East,Saudi Arabia,Berri (Extra Light),601,45098,75.04,0.0019
2010-01-01,Middle East,Syria,Souedie,2728,198747,72.85,0.0084
2010-01-01,Middle East,Syria,Syria Light,634,50291,79.32,0.002
2010-01-01,Africa,Algeria,Saharan Blend,3296,249181,75.6,0.0102
2010-01-01,Africa,Algeria,Other Algeria Crude,1055,81864,77.62,0.0033
2010-01-01,Africa,Angola,Other Angola Crude,4090,312347,76.37,0.0126
2010-01-01,Africa,Cameroon,Cameroon Crude,1116,85286,76.42,0.0034000000000000002
2010-01-01,Africa,Congo,Congo Crude,2339,184795,79,0.0072
2010-01-01,Africa,Congo (DR),Congo (DR) Crude,153,11210,73.1,5e-4
2010-01-01,Africa,Egypt,Heavy (<30o API),550,40030,72.73,0.0017000000000000001
2010-01-01,Africa,Egypt,Medium/Light (30-40o),1391,103960,74.72,0.0043
2010-01-01,Africa,Libya,Medium (30-40o),14769,1127820,76.36,0.045599999999999995
2010-01-01,Africa,Libya,Heavy (<30o API),1180,88394,74.9,0.0036
2010-01-01,Africa,Libya,Light (>40o),15766,1209483,76.71,0.0487
2010-01-01,Africa,Nigeria,Medium (<33o),3312,263422,79.54,0.0102
2010-01-01,Africa,Nigeria,Light (33-45o),4916,387110,78.75,0.0152
2010-01-01,Africa,Other African Countries,Other Africa Crude,5972,456853,76.49,0.0184
2010-01-01,Africa,Tunisia,Tunisia Crude,879,68280,77.68,0.0027
2010-01-01,FSU,Azerbaijan,Azerbaijan Crude,11953,933875,78.13,0.0369
2010-01-01,FSU,Kazakhstan,Kazakhstan Crude,15797,1213130,76.79,0.048799999999999996
2010-01-01,FSU,Other FSU countries,Other FSU Crude,9596,721406,75.18,0.0296
2010-01-01,FSU,Russian Federation,Other Russian Fed. Crude,43012,3300119,76.73,0.1328
2010-01-01,FSU,Russian Federation,Urals,52287,3977039,76.06,0.16140000000000002
2010-01-01,Europe,Denmark,Denmark Crude,4027,314114,78.01,0.0124
2010-01-01,Europe,Norway,Statfjord,4413,340408,77.14,0.013600000000000001
2010-01-01,Europe,Norway,Ekofisk,9160,712908,77.83,0.028300000000000002
2010-01-01,Europe,Norway,Other Norway Crude,20307,1573363,77.48,0.06269999999999999
2010-01-01,Europe,Norway,Oseberg,5047,394316,78.13,0.015600000000000001
2010-01-01,Europe,Norway,Gullfaks,3285,265327,80.76,0.0101
2010-01-01,Europe,Other European countries,Other Europe Crude,7952,599513,75.39,0.0245
2010-01-01,Europe,United Kingdom,Flotta,1189,91058,76.56,0.0037
2010-01-01,Europe,United Kingdom,Forties,9855,758970,77.01,0.0304
2010-01-01,Europe,United Kingdom,Brent Blend,1701,132985,78.18,0.0053
2010-01-01,Europe,United Kingdom,Other UK Crude,8398,639228,76.12,0.0259
2010-01-01,America,Brazil,Brazil Crude,3352,253304,75.57,0.0103
2010-01-01,America,Colombia,Other Colombia Crude,125,8554,68.52,4e-4
2010-01-01,America,Mexico,Olmeca,299,23394,78.24,9e-4
2010-01-01,America,Mexico,Maya,3135,214786,68.52,0.0097
2010-01-01,America,Venezuela,Medium (22-30o),629,45486,72.29,0.0019
2010-01-01,America,Venezuela,Heavy (17-22o),900,66096,73.45,0.0028000000000000004
2010-01-01,America,Venezuela,Light (>30o),390,29465,75.55,0.0012
2010-01-01,America,Venezuela,Extra Heavy (<17o),1785,125744,70.44,0.0055000000000000005
2010-02-01,Middle East,Iran,Other Iran Crude,1825,141232,77.4,0.006
2010-02-01,Middle East,Iran,Iranian Heavy,6163,455993,73.98,0.0204
2010-02-01,Middle East,Iran,Iranian Light,4509,335792,74.48,0.0149
2010-02-01,Middle East,Iraq,Basrah Light,1115,83651,75.04,0.0037
2010-02-01,Middle East,Iraq,Kirkuk,8704,642297,73.79,0.0288
2010-02-01,Middle East,Kuwait,Kuwait Blend,1343,102993,76.69,0.0044
2010-02-01,Middle East,Saudi Arabia,Arab Light,14958,1116943,74.67,0.0495
2010-02-01,Middle East,Saudi Arabia,Berri (Extra Light),42,3397,80.59,1e-4
2010-02-01,Middle East,Syria,Souedie,2625,186282,70.96,0.0087
2010-02-01,Middle East,Syria,Syria Light,633,45136,71.33,0.0021
2010-02-01,Middle East,Yemen,Masila Blend,1034,74586,72.13,0.0034000000000000002
2010-02-01,Africa,Algeria,Saharan Blend,1226,92406,75.37,0.0040999999999999995
2010-02-01,Africa,Algeria,Other Algeria Crude,2000,151723,75.86,0.0066
2010-02-01,Africa,Angola,Other Angola Crude,4932,368716,74.76,0.0163
2010-02-01,Africa,Cameroon,Cameroon Crude,1170,87680,74.96,0.0039000000000000003
2010-02-01,Africa,Congo,Congo Crude,1386,102060,73.64,0.0046
2010-02-01,Africa,Congo (DR),Congo (DR) Crude,104,8156,78.25,3e-4
2010-02-01,Africa,Egypt,Heavy (<30o API),550,38827,70.56,0.0018
2010-02-01,Africa,Egypt,Medium/Light (30-40o),1761,130859,74.32,0.0058
2010-02-01,Africa,Gabon,Other Gabon Crude,1386,92082,66.42,0.0046
2010-02-01,Africa,Libya,Medium (30-40o),14633,1100632,75.22,0.0484
2010-02-01,Africa,Libya,Heavy (<30o API),1081,82915,76.67,0.0036
2010-02-01,Africa,Libya,Light (>40o),11891,899015,75.6,0.0393
2010-02-01,Africa,Nigeria,Medium (<33o),2620,203787,77.8,0.0087
2010-02-01,Africa,Nigeria,Light (33-45o),7263,560158,77.12,0.024
2010-02-01,Africa,Other African Countries,Other Africa Crude,4366,329446,75.46,0.0144
2010-02-01,Africa,Tunisia,Tunisia Crude,455,35899,78.9,0.0015
2010-02-01,FSU,Azerbaijan,Azerbaijan Crude,10928,824097,75.41,0.0361
2010-02-01,FSU,Kazakhstan,Kazakhstan Crude,18886,1414721,74.91,0.0625
2010-02-01,FSU,Other FSU countries,Other FSU Crude,8087,587958,72.7,0.0268
2010-02-01,FSU,Russian Federation,Other Russian Fed. Crude,34962,2541081,72.68,0.1157
2010-02-01,FSU,Russian Federation,Urals,47432,3474284,73.25,0.15689999999999998
2010-02-01,Europe,Denmark,Denmark Crude,3834,288030,75.13,0.0127
2010-02-01,Europe,Norway,Statfjord,4049,306777,75.76,0.0134
2010-02-01,Europe,Norway,Ekofisk,5869,441638,75.25,0.0194
2010-02-01,Europe,Norway,Other Norway Crude,24161,1829410,75.72,0.0799
2010-02-01,Europe,Norway,Oseberg,5868,440046,74.99,0.0194
2010-02-01,Europe,Norway,Gullfaks,5322,412232,77.46,0.0176
2010-02-01,Europe,Other European countries,Other Europe Crude,7849,584864,74.51,0.026000000000000002
2010-02-01,Europe,United Kingdom,Flotta,1339,98370,73.45,0.0044
2010-02-01,Europe,United Kingdom,Forties,8825,664649,75.32,0.0292
2010-02-01,Europe,United Kingdom,Brent Blend,1306,98726,75.59,0.0043
2010-02-01,Europe,United Kingdom,Other UK Crude,7380,555134,75.23,0.024399999999999998
2010-02-01,America,Brazil,Brazil Crude,1198,87008,72.61,0.004
2010-02-01,America,Colombia,Other Colombia Crude,353,23129,65.5,0.0012
2010-02-01,America,Mexico,Maya,2968,211319,71.19,0.0098
2010-02-01,America,Venezuela,Heavy (17-22o),427,31064,72.75,0.0014000000000000002
2010-02-01,America,Venezuela,Light (>30o),271,18715,69.06,9e-4
2010-02-01,America,Venezuela,Extra Heavy (<17o),1220,84460,69.21,0.004
2010-03-01,Middle East,Iran,Other Iran Crude,3883,324955,83.68,0.0115
2010-03-01,Middle East,Iran,Iranian Heavy,9840,732661,74.46,0.0292
2010-03-01,Middle East,Iran,Iranian Light,4418,341771,77.35,0.0131
2010-03-01,Middle East,Iraq,Basrah Light,2006,162357,80.94,0.006
2010-03-01,Middle East,Iraq,Kirkuk,9621,747719,77.72,0.0286
2010-03-01,Middle East,Kuwait,Kuwait Blend,3224,250030,77.55,0.0096
2010-03-01,Middle East,Saudi Arabia,Arab Light,14447,1157302,80.11,0.0429
2010-03-01,Middle East,Saudi Arabia,Arab Heavy,23,1727,75.09,1e-4
2010-03-01,Middle East,Saudi Arabia,Berri (Extra Light),1659,137002,82.58,0.0049
2010-03-01,Middle East,Syria,Souedie,3298,250456,75.95,0.0098
2010-03-01,Middle East,Syria,Syria Light,1514,119435,78.89,0.0045000000000000005
2010-03-01,Africa,Algeria,Saharan Blend,5708,453127,79.38,0.017
2010-03-01,Africa,Algeria,Other Algeria Crude,1245,99039,79.54,0.0037
2010-03-01,Africa,Angola,Other Angola Crude,2879,228371,79.34,0.0086
2010-03-01,Africa,Cameroon,Cameroon Crude,1477,117111,79.3,0.0044
2010-03-01,Africa,Congo,Congo Crude,893,66469,74.43,0.0027
2010-03-01,Africa,Congo (DR),Congo (DR) Crude,6,507,83.92,0
2010-03-01,Africa,Egypt,Heavy (<30o API),526,40109,76.25,0.0016
2010-03-01,Africa,Egypt,Medium/Light (30-40o),1507,118854,78.87,0.0045000000000000005
2010-03-01,Africa,Libya,Medium (30-40o),15865,1255331,79.13,0.0471
2010-03-01,Africa,Libya,Heavy (<30o API),2225,167711,75.38,0.0066
2010-03-01,Africa,Libya,Light (>40o),14841,1179960,79.5,0.0441
2010-03-01,Africa,Nigeria,Medium (<33o),592,48209,81.37,0.0018
2010-03-01,Africa,Nigeria,Light (33-45o),11312,919212,81.26,0.0336
2010-03-01,Africa,Other African Countries,Other Africa Crude,3702,294860,79.64,0.011000000000000001
2010-03-01,Africa,Tunisia,Tunisia Crude,1017,79716,78.38,0.003
2010-03-01,FSU,Azerbaijan,Azerbaijan Crude,10788,867040,80.37,0.0321
2010-03-01,FSU,Kazakhstan,Kazakhstan Crude,22522,1781698,79.11,0.0669
2010-03-01,FSU,Other FSU countries,Other FSU Crude,8434,642755,76.21,0.025099999999999997
2010-03-01,FSU,Russian Federation,Other Russian Fed. Crude,33714,2593230,76.92,0.1002
2010-03-01,FSU,Russian Federation,Urals,54671,4228575,77.35,0.1625
2010-03-01,FSU,Ukraine,Ukraine Crude,12,1011,84.25,0
2010-03-01,Europe,Denmark,Denmark Crude,4795,382394,79.74,0.0143
2010-03-01,Europe,Norway,Statfjord,6230,507644,81.48,0.018500000000000003
2010-03-01,Europe,Norway,Ekofisk,6944,553617,79.72,0.0206
2010-03-01,Europe,Norway,Other Norway Crude,19578,1576459,80.52,0.0582
2010-03-01,Europe,Norway,Oseberg,5944,475523,79.99,0.0177
2010-03-01,Europe,Norway,Gullfaks,5357,439389,82.03,0.0159
2010-03-01,Europe,Other European countries,Other Europe Crude,6620,507078,76.6,0.0197
2010-03-01,Europe,United Kingdom,Flotta,1224,94176,76.92,0.0036
2010-03-01,Europe,United Kingdom,Forties,8364,667395,79.8,0.024900000000000002
2010-03-01,Europe,United Kingdom,Brent Blend,3015,245191,81.32,0.009000000000000001
2010-03-01,Europe,United Kingdom,Other UK Crude,8011,636191,79.41,0.023799999999999998
2010-03-01,America,Argentina,Argentina Crude,623,49884,80.07,0.0019
2010-03-01,America,Brazil,Brazil Crude,5272,393878,74.71,0.015700000000000002
2010-03-01,America,Colombia,Other Colombia Crude,279,19150,68.59,8e-4
2010-03-01,America,Mexico,Maya,5124,377189,73.62,0.0152
2010-03-01,America,Venezuela,Extra Heavy (<17o),1262,84615,67.05,0.0038
2010-04-01,Middle East,Iran,Other Iran Crude,1667,130438,78.25,0.0049
2010-04-01,Middle East,Iran,Iranian Heavy,9286,746620,80.4,0.0273
2010-04-01,Middle East,Iran,Iranian Light,6757,548141,81.12,0.019799999999999998
2010-04-01,Middle East,Iraq,Basrah Light,1089,85442,78.46,0.0032
2010-04-01,Middle East,Iraq,Kirkuk,7366,601971,81.72,0.0216
2010-04-01,Middle East,Iraq,Other Iraq Crude,135,10956,80.97,4e-4
2010-04-01,Middle East,Kuwait,Kuwait Blend,1613,127013,78.74,0.004699999999999999
2010-04-01,Middle East,Saudi Arabia,Arab Light,19673,1619917,82.34,0.057699999999999994
2010-04-01,Middle East,Saudi Arabia,Arab Medium,31,2607,84.1,1e-4
2010-04-01,Middle East,Saudi Arabia,Arab Heavy,8,674,84.25,0
2010-04-01,Middle East,Saudi Arabia,Berri (Extra Light),110,8969,81.8,3e-4
2010-04-01,Middle East,Syria,Souedie,3647,290274,79.58,0.010700000000000001
2010-04-01,Middle East,Syria,Syria Light,607,51275,84.47,0.0018
2010-04-01,Africa,Algeria,Saharan Blend,3245,277531,85.53,0.0095
2010-04-01,Africa,Algeria,Other Algeria Crude,625,53678,85.88,0.0018
